"","word","relative_frequency"
"764","lukemckernan",0.0222260053720728
"765","review",0.0222260053720728
"766","semant",0.0222260053720728
"767","sent",0.0222260053720728
"768","sinc",0.0222260053720728
"769","stay",0.0222260053720728
"770","thrill",0.0222260053720728
"771","underground",0.0222260053720728
"772","1963",0.0217531116407521
"773","clash",0.0217531116407521
"774","develop",0.0217531116407521
"775","french",0.0217531116407521
"776","iamlaibm",0.0217531116407521
"777","imagin",0.0217531116407521
"778","incl",0.0217531116407521
"779","italian",0.0217531116407521
"780","littl",0.0217531116407521
"781","master",0.0217531116407521
"782","neinquart",0.0217531116407521
"783","press",0.0217531116407521
"784","servic",0.0217531116407521
"785","studio",0.0217531116407521
"786","teenag",0.0217531116407521
"787","18",0.0212802179094314
"788","1st",0.0212802179094314
"789","alreadi",0.0212802179094314
"790","biggest",0.0212802179094314
"791","ceints2bakelit",0.0212802179094314
"792","colect",0.0212802179094314
"793","copi",0.0212802179094314
"794","crowdsourcingmonth",0.0212802179094314
"795","ditondo",0.0212802179094314
"796","domain",0.0212802179094314
"797","pennsound",0.0212802179094314
"798","program",0.0212802179094314
"799","punk",0.0212802179094314
"800","relat",0.0212802179094314
"801","sat",0.0212802179094314
"802","search",0.0212802179094314
"803","small",0.0212802179094314
"804","8000",0.0208073241781107
"805","ask",0.0208073241781107
"806","cerysmatthew",0.0208073241781107
"807","contemporari",0.0208073241781107
"808","effect",0.0208073241781107
"809","everyth",0.0208073241781107
"810","frank",0.0208073241781107
"811","hi",0.0208073241781107
"812","home",0.0208073241781107
"813","incred",0.0208073241781107
"814","mar",0.0208073241781107
"815","marke11en",0.0208073241781107
"816","mp3s",0.0208073241781107
"817","plus",0.0208073241781107
"818","spring",0.0208073241781107
"819","weldon",0.0208073241781107
"820","1950s",0.02033443044679
"821","2016pls",0.02033443044679
"822","african",0.02033443044679
"823","antin",0.02033443044679
"824","challeng",0.02033443044679
"825","founder",0.02033443044679
"826","franc",0.02033443044679
"827","identifi",0.02033443044679
"828","lt3",0.02033443044679
"829","moten",0.02033443044679
"830","museum",0.02033443044679
"831","pattern",0.02033443044679
"832","phaun",0.02033443044679
"833","rediscov",0.02033443044679
"834","rtearchiv",0.02033443044679
"835","run",0.02033443044679
"836","silent",0.02033443044679
"837","softwar",0.02033443044679
"838","stanford",0.02033443044679
"839","strang",0.02033443044679
"840","stud",0.02033443044679
"841","ted",0.02033443044679
"842","tonight",0.02033443044679
"843","visual",0.02033443044679
"844","wed",0.02033443044679
"845","24",0.0198615367154693
"846","annual",0.0198615367154693
"847","app",0.0198615367154693
"848","beat",0.0198615367154693
"849","beethoven",0.0198615367154693
"850","buffalo",0.0198615367154693
"851","eula",0.0198615367154693
"852","fred",0.0198615367154693
"853","glad",0.0198615367154693
"854","prentic",0.0198615367154693
"855","sure",0.0198615367154693
"856","terkel",0.0198615367154693
"857","unusu",0.0198615367154693
"858","youtub",0.0198615367154693
"859","13",0.0193886429841486
"860","1938",0.0193886429841486
"861","actual",0.0193886429841486
"862","anthem",0.0193886429841486
"863","arctic",0.0193886429841486
"864","becom",0.0193886429841486
"865","bluehour",0.0193886429841486
"866","case",0.0193886429841486
"867","chanc",0.0193886429841486
"868","cover",0.0193886429841486
"869","egypt",0.0193886429841486
"870","firenzesoundmap",0.0193886429841486
"871","group",0.0193886429841486
"872","hakim",0.0193886429841486
"873","howe",0.0193886429841486
"874","job",0.0193886429841486
"875","joylandfict",0.0193886429841486
"876","lp",0.0193886429841486
"877","plenari",0.0193886429841486
"878","pre",0.0193886429841486
"879","ranft",0.0193886429841486
"880","rich",0.0193886429841486
"881","scienc",0.0193886429841486
"882","sonybmg",0.0193886429841486
"883","turn",0.0193886429841486
"884","v",0.0193886429841486
"885","view",0.0193886429841486
"886","100000",0.0189157492528279
"887","1966",0.0189157492528279
"888","2010",0.0189157492528279
"889","afternoon",0.0189157492528279
"890","audienc",0.0189157492528279
"891","chant",0.0189157492528279
"892","cnrs",0.0189157492528279
"893","communiti",0.0189157492528279
"894","digitalagendaeu",0.0189157492528279
"895","document",0.0189157492528279
"896","ear",0.0189157492528279
"897","florenc",0.0189157492528279
"898","isnt",0.0189157492528279
"899","jackson",0.0189157492528279
"900","kellywritershs",0.0189157492528279
"901","kick",0.0189157492528279
"902","labnf",0.0189157492528279
"903","livingknowledg",0.0189157492528279
"904","matter",0.0189157492528279
"905","memoriam",0.0189157492528279
"906","olson",0.0189157492528279
"907","per",0.0189157492528279
"908","portrait",0.0189157492528279
"909","soundstudi",0.0189157492528279
"910","statsbib",0.0189157492528279
"911","tobardualchai",0.0189157492528279
"912","tomlinson",0.0189157492528279
"913","000",0.0184428555215072
"914","50000",0.0184428555215072
"915","acoust",0.0184428555215072
